0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
-0.02967736,1.3607305,-0.52275693,-0.4360755,0.91816163,-0.93660474,0.21729435,-1.8453684,0.8266441,0.09186121,-0.034979746,0.26877898,1.3191218,0.6111196,-0.47537208,0.98967713,-0.48575512,-1.4865855,-1.2103659,-0.9931959,0.4015662,-0.5695949,-1.009391,1.2245709,0.9921945,0.5473068,0.7338209,-1.3819646,-1.7967027,-0.7255944,0.03984466,-0.96191424,-2.124737,0.33357993,0.54287857,0.5041867,-0.92479247,0.21739103,-0.55147797,-1.0031475,-1.3195397,-0.00035948475,-1.5781504,-1.1791136,0.4185338,1.0177927,0.22247481,0.011102801,0.8005142,-0.7291017,0.9216732
0.44122067,-1.3338741,-1.5531776,1.2622795,0.32719794,0.10886666,-0.64312136,0.042369425,0.46892643,-1.0116727,-0.23995842,-1.6542852,1.1126965,-0.12700881,-0.16066305,-0.015738849,-0.031076986,0.4461571,0.8471114,-1.6534222,-0.12322346,-0.8042006,0.9792575,-0.1258485,-1.7381362,-0.12633477,0.49542695,0.17845641,-0.2455789,0.10796858,-0.8745282,-1.0234547,-0.19932084,-0.45296353,0.7866248,-2.8188963,0.5988308,-0.7795077,0.03340474,-2.2433183,0.215276,-0.3118303,0.8176793,2.4524338,-0.9716921,1.5787019,1.3412213,1.109302,0.40533453,0.6054286,-2.55582
0.1961004,0.59602803,0.3635116,-0.5869248,-0.5136297,-1.5303969,2.093262,0.20359083,-0.20615682,1.4854963,0.381364,1.1742705,-0.59392166,1.2546917,-1.2854118,-0.21918552,-0.40405607,-0.66606647,-0.4033448,0.027460828,0.07412703,0.78321314,0.79892856,-0.76728404,0.18816762,-0.8189153,-0.38735962,0.28029642,-0.08402554,0.68096995,0.9013342,1.5066352,1.1694297,-0.49939394,1.3115647,0.37092716,1.2204509,-0.61484146,1.107373,-0.61633784,-1.1981742,-0.09030091,-0.49690658,-1.3567001,-0.057209257,0.6080487,-0.43512535,-1.2236907,0.028573787,-0.7221771,1.1383972
-1.8290972,-0.48264623,0.973072,0.30638412,0.21819755,1.0421553,-0.9782626,0.4008235,-0.1667179,-0.22693622,-0.5279482,-0.21011081,-1.8992771,0.1140236,-1.5550578,1.8446474,-0.3358336,1.6631694,-0.12552376,-0.08779123,1.0731802,-0.17165938,2.1069684,-0.30559352,0.38212764,0.6353584,-0.0053194994,-1.6384931,-1.587388,-0.81562954,-0.92226475,-0.48694348,-0.28195924,-0.25867125,-0.30070505,-0.6167924,-0.15110748,0.63420266,0.01461622,0.5426365,1.2547038,-1.581826,1.1087574,-1.3550224,-0.68828213,0.26305473,-2.4722805,0.21329674,0.46164563,-0.20120563,-1.4264572
1.2731261,-0.7307887,0.9363792,0.07487114,0.4742059,0.47206378,-1.127765,0.87743795,0.57043654,-0.56928766,-1.0126646,0.33988675,-1.6006128,1.0534697,0.6557717,-0.06785699,-0.67768073,-1.2725599,0.15931128,-1.2274364,-0.8406937,0.63667595,1.5216712,-0.8750591,-0.47165203,0.73492557,0.9199673,0.49084684,1.464441,-0.0075729433,-0.48824462,0.23947957,1.5403194,-0.85942495,1.6314412,1.2012548,-0.02496874,-0.36810198,0.3188479,-1.3041269,-2.5453289,-0.36268002,1.2637407,-1.484545,0.23475286,-0.4547439,-0.6593851,-1.2914253,-1.6708003,0.5027401,1.4829379
0.70113933,-1.1334125,0.5987447,0.5443149,-0.54131657,0.08916793,0.22758104,-1.5901703,-1.2538642,0.14064568,1.4190292,0.33379686,0.23288062,-0.49982244,-0.58432734,-0.34834093,-0.74872136,-0.18481492,-1.3029827,-0.50333595,-0.13437244,-0.00018460135,-1.022595,0.86878747,-0.45329833,0.55852425,-0.8362611,0.78122056,-0.50437284,0.17828518,0.16750187,0.6648431,1.6189383,0.06259195,0.12574814,-0.4221362,0.6847251,0.03144807,-0.77165544,-2.0079236,-0.44455862,2.2293537,0.4816586,0.7495987,-0.6353113,0.61209077,-1.1782669,0.6801668,-0.032692797,0.9481083,0.2247531
0.3013214,0.7720132,0.9722929,1.5769798,-0.8082775,0.102209434,-0.41322088,1.0392317,-1.2644693,0.28030714,-0.36126003,1.2586058,-0.53622437,1.0669205,0.6692477,0.1640518,1.2104143,0.730812,-0.25902566,-0.13227053,-0.19506112,1.0614787,0.6905329,0.8942682,-0.64885837,-1.2108713,0.83592933,0.39649674,0.9538632,1.7073524,0.37917235,-0.013299678,0.503,1.4911249,0.8024786,0.7971153,-0.22529833,0.74432737,1.6376315,-0.69477457,-0.6527753,-1.6503912,0.7867118,-0.17447609,-0.6037034,-0.2384618,-0.061871644,0.34933293,1.7940309,-0.8072183,1.9355656
0.5599702,-0.61926734,0.062415175,2.3443027,-2.025743,-1.2331566,-0.5704668,0.3909002,-0.6283141,1.1321317,0.3510323,0.5788053,0.83206636,1.0565246,-0.7646809,2.4415956,-1.0025257,-0.96374357,0.2814077,-1.2222991,0.06615005,0.95478725,-2.7975898,1.4918883,0.0018037015,0.03985714,1.1311396,0.37240577,1.2100188,2.360867,-0.94391936,1.3760221,1.4016579,0.68602437,-0.10291145,-0.5759612,0.46770236,0.35738504,-0.6149885,-1.1177595,-0.43023762,0.5288499,-0.57290816,1.758019,-1.3252459,-1.2428529,-1.3111563,0.49381566,0.87777513,-0.036609553,0.11759041
-0.4184565,-0.5235962,0.6597428,-0.28908634,-0.69607204,0.47451255,-0.5033184,-0.0665409,-1.3652571,0.21669611,0.1115386,-0.49834642,-0.6425178,-1.0825034,-0.89083093,0.4975402,0.60354286,0.8071834,-0.29855123,-0.0009116276,-1.0955051,0.4165631,-1.0715694,0.88325214,0.6113078,-0.8382932,1.3215474,0.7549449,0.46342623,-0.16327158,-0.87409925,-0.015853008,0.98316145,1.3852636,-0.30752864,-0.22025597,0.056587107,0.67927843,0.37722757,-1.6577572,-0.4864262,-0.9315707,1.4584287,-0.070583336,0.637101,0.2651777,-0.6561366,0.44303307,-1.7248566,0.51176363,-0.19215088
0.17343175,0.14588726,1.673688,-0.5510434,2.07397,-0.21353227,0.86243653,-2.017075,-0.11997046,0.7806947,0.5499472,0.4067373,2.5584118,-0.78400683,0.31691018,0.030959696,-0.15073529,0.35969535,2.071332,1.1001966,0.9908008,0.014445098,0.83769554,0.3780852,-0.2662086,1.4670058,0.68875355,0.5888687,-0.012208654,-0.27266315,-0.9896626,0.054734886,0.7461534,-0.41899458,-1.271735,-0.3512523,-1.6862673,0.5092682,0.46415564,1.7388322,0.003921991,-0.40691715,1.3902624,-0.89892083,0.50051713,1.0565397,-0.28475714,-0.41371822,0.62179327,2.9409285,2.0432565
1.1673589,-0.45402735,0.059554953,-1.1170169,0.18708855,-0.31582296,1.5029458,-1.7285033,0.6437574,0.45589352,-0.34255636,-1.1281794,0.008814591,1.3177506,2.688213,0.16672602,0.23576911,0.86287004,-1.1747519,1.2162123,-0.48026678,1.650802,-0.20716245,-0.5318575,-1.0838355,0.6689505,0.18510216,0.33140594,-0.8549154,-1.168067,-1.2177058,-0.32744977,0.8057203,0.9431864,0.12990317,-2.5404954,0.4878633,-0.6901344,-0.08449341,1.0421835,-0.30314022,0.29556927,-0.9617849,-0.08300091,1.4948432,2.1990128,-0.09717974,1.8478768,-1.295216,1.4880701,0.86297214
-0.6059579,1.0809829,-0.1454219,0.21534824,0.20660622,1.226932,-2.6244216,0.105579324,-0.72659993,0.256505,0.664138,-0.11454247,0.6932904,-0.37638217,0.39000574,-0.31588814,-0.7305795,0.010824516,-0.88160175,-0.4912727,-0.9414494,1.3811897,-0.31162095,-0.4122958,1.0563705,1.4289964,0.26170743,0.09924109,0.7898733,0.15849009,-1.1973048,0.15377711,-1.1206626,-2.30886,1.0982193,0.20070374,-0.28964633,-0.083953254,0.8416783,-0.16393408,1.2662961,-0.3307368,-0.6186406,1.5694171,0.7150094,1.0471154,-1.0294156,1.0436758,0.8579129,-1.372893,0.26123038
-0.42820883,0.801393,0.25071126,0.22958717,0.33100373,1.2926112,1.2924743,0.8608804,0.16320121,1.1192721,0.17568405,-1.1741024,-0.82443106,0.9706362,-0.03094168,-0.26996687,-0.1690304,-3.0078332,1.2441912,-1.0133711,-0.1719574,-0.25943393,0.3465732,-0.82138264,0.30131254,-0.52966416,0.84651774,-0.3607954,-0.2296462,-0.08870223,1.6521367,-1.6739792,-1.2716309,0.5348838,0.95665896,-0.13709886,-1.3166673,-0.59900206,-1.3537802,2.1991582,1.4829917,0.40892774,-0.39525875,0.24553405,0.11616634,-0.3388351,-0.15068245,0.29280826,-0.19168782,-0.13200462,0.61160636
-0.93981665,-0.5089558,1.4532973,-1.4201872,1.2583767,-0.53696007,0.85312766,0.59323657,-0.61552453,0.0148942135,1.2256013,0.4864133,-0.43962792,0.903805,-1.053832,0.22794086,-1.4008905,0.051953036,-0.706075,-0.8342174,-0.773875,0.4347008,1.7367487,0.008404302,0.43281364,-0.40554622,0.13002524,1.0248662,-1.3082954,-0.09574543,1.0130486,-1.2158238,-0.831875,-0.12680572,0.027326243,0.5942241,-1.0082808,-1.4286155,-1.2756364,-0.88362914,0.17312574,-0.23837331,-0.45852208,0.54719424,0.6893123,1.6155053,-0.44373438,-1.2811737,-1.9084126,-1.888583,-0.08905211
1.1023281,-1.3077806,1.5026591,-0.8455208,0.6313764,-1.0711333,-1.0872678,-0.21239224,-1.23015,-0.8571244,0.81461537,0.040952925,0.5452199,0.7039525,0.34020773,0.42552313,-2.153202,0.029511597,-0.11349964,-1.9918984,0.2562281,0.13883911,0.3582744,0.31285694,1.4259039,-0.07400572,0.12169369,0.37492046,1.3172444,0.27094522,-1.1723768,2.1347303,-0.93581074,-0.07810395,0.80093104,-0.650052,-0.020293953,0.08441104,-1.7102118,-2.2393513,0.42539108,0.6442429,0.19381456,-0.03187085,2.4313984,-0.76004696,-0.61037,1.6312029,1.5744938,0.8244831,1.2704177
-1.4022107,-0.9505775,0.84468025,-0.756376,-0.07801963,1.8017882,0.690483,-1.0273467,1.3461438,0.9706742,0.11985532,-1.6281446,-0.8525865,0.038695045,-1.2254058,-1.3210278,0.26926708,0.8713428,-0.91614777,-0.20329812,-0.72792166,1.1833456,0.60798377,1.8785189,-0.9002125,1.4042836,-0.79579407,1.027227,-0.5722247,-0.9027478,1.0303574,1.2532259,-0.43062568,-0.07075349,-1.1572386,-0.7961254,0.2819013,2.7559376,-1.4567016,1.1325943,0.16833724,-2.1393704,0.68945295,-0.5275478,-0.4398127,1.4851145,0.18498841,0.5101403,-0.35810798,-1.644412,-1.4550724
-0.323932,0.80638564,0.74341565,1.1846913,2.2692409,1.2092355,0.17850545,1.3088362,-1.057793,-0.6217285,-1.0817701,0.09572695,-0.6516956,-0.21924213,0.24990733,0.91597146,1.0633547,2.1601925,0.45555022,1.4184227,-1.1195077,-0.45856783,-1.1665156,-0.4934493,-1.7323397,-0.254508,0.114165366,-0.5158989,-0.43325928,0.13604295,-0.26312527,-1.8567115,-0.28999215,-0.10968398,1.9701208,0.21727224,0.10680648,1.6857983,-2.0341234,-0.013712197,0.050497748,-0.53081995,-0.09855544,0.55513406,-1.1150243,0.92464215,0.07531848,0.67797315,1.6200156,-0.015292969,1.1567032
-0.1874174,0.8270722,0.50396526,0.60139996,-0.79295546,-0.22344367,-0.2713771,-0.8155719,2.2015975,0.5283943,1.4962233,-0.523848,0.1342022,-0.96456313,-1.1780312,1.2304654,-0.27557057,-1.394874,-0.067815565,0.02285763,-0.24997939,-0.9620593,-0.9027871,-1.1259277,-0.26220673,-1.209174,0.41433665,-0.5774767,-0.29777274,1.3236446,-0.2722805,-1.3352602,-1.3064426,1.1983956,0.9631078,-0.14378217,-0.9068467,0.33338445,-0.8345951,0.18503392,2.0387895,-1.5515445,-0.10374069,-0.8670638,-0.42071122,0.554858,0.7038178,0.2636481,0.007946549,0.61680293,1.1039448
0.9502542,-1.3161683,0.837128,-0.31477633,0.6194468,-0.89580125,-0.12070762,0.64916676,-1.0193218,-0.68570685,0.13282277,0.21538822,-0.8788104,-0.37753338,-0.40629962,0.7593867,0.35716006,-0.19868387,-1.385872,1.9945261,1.3656262,1.2033538,-1.0469763,-0.36935526,0.10601362,-1.909403,0.055804897,0.39537287,2.7247467,-0.6946613,1.6798756,-0.13073976,1.3533344,-0.5999157,-1.6229137,0.55252635,-0.81076634,0.27375755,-0.09188877,-0.62747043,-1.7142879,1.7846392,0.40238345,-0.36273468,-0.07182005,1.2774746,-0.83417374,1.0119615,-1.217513,0.15187967,0.40249658
-0.9250286,2.2405517,0.56435055,0.54724026,-0.64823854,-1.0254424,-0.6385204,2.50601,-0.28759053,1.0601654,-0.012177433,0.08979724,-0.3847135,0.10987836,-1.9303669,-0.82150227,1.225622,-0.23934253,0.13280958,0.40389797,-1.812853,2.0909178,0.81121635,0.6019152,1.1768079,0.90287423,-1.1336004,2.7548656,0.87563103,-0.33889577,-0.6351732,1.585361,-0.42682144,-0.064071395,-1.046786,-0.65897214,1.0564754,-0.6233543,-0.1832113,-0.6121046,-1.4592456,-1.7296581,0.18186249,0.9209728,-0.9261485,-0.5368343,-1.1718527,-0.4854597,0.281441,-2.0495942,1.795353
0.13081387,-0.9162396,1.1149362,-0.9024213,2.2582676,-1.3975984,-0.24205814,0.19716007,-0.70345145,0.98694247,-0.11641487,-1.3546886,1.0652977,0.8180526,-1.1036816,-0.27339378,1.0783603,1.2786385,0.12585795,-0.531278,0.1571803,-0.7252908,-1.0274829,0.66929,0.40532595,0.32663563,-0.350084,-1.7706367,1.098809,0.450956,0.8366,-1.07628,-0.36060932,0.5767726,0.8803111,-0.83734137,0.55606997,-0.3952205,-1.4396353,-0.34565207,-0.44002375,0.23908614,0.3306392,-1.1121511,1.4560198,0.15336725,1.254881,-1.9050903,1.0908929,-0.8375862,0.26238587
1.6050112,0.18938662,1.7272711,-2.4823437,0.24116157,-0.63576436,-0.4882418,0.74589115,0.84218466,0.34393233,0.110215314,-1.3438984,-0.40606052,-1.8616033,0.047483142,-0.06313245,-0.89205676,1.1925932,-0.48730052,-0.80766994,1.3078158,-0.39962655,-1.2981839,-0.2292056,-0.11746713,1.5161524,-0.26751643,-0.074120805,1.4799534,-0.7123127,0.13951004,1.7705252,0.116527475,1.8896261,-0.8830202,0.0032362926,0.48872963,-0.073885895,-0.06707088,-0.5615415,-0.5811604,0.959708,1.0219094,0.28573978,0.04855502,-1.7103606,-0.90351856,-1.1044995,-1.5934601,-0.052765597,3.5204024
-0.7496582,-0.8444869,0.24468887,0.031031901,-1.5973997,1.0361588,-0.40209368,-0.77962637,-2.0275276,-1.103627,-0.5814427,2.0840044,0.1660032,-0.49940574,0.102765225,0.5326625,-0.9994809,-1.7840935,2.3694088,2.2216089,-0.55552423,0.23578182,-0.66647637,1.9400467,-1.9029769,0.45427945,-0.65434456,-0.62576866,2.9133863,1.9754952,-0.65742993,-1.1388774,0.38017982,-0.26427335,0.3692393,1.4505618,-2.0121138,-1.1690617,-1.5945234,0.3458584,0.97021705,-1.7362169,-0.87824607,0.31358826,-0.2889004,1.3367115,0.6334823,0.8735872,-0.42786244,-0.64559203,-1.4611874
-0.56398964,0.119163476,1.882237,0.29207614,-0.064900175,0.555964,0.19937325,-0.34876144,-0.12602444,-0.26436546,-1.1493858,0.6343807,-0.30253533,-0.4227556,0.03372006,1.410102,-0.033276472,-0.19227691,-0.24184178,0.26502046,-1.364911,0.0002785468,0.2673486,0.16513202,0.4668883,-0.78141505,-1.5139356,-1.2724152,-0.05071761,-0.09434783,0.3240406,0.8973307,-0.333177,-0.16956046,-1.3926923,1.1531267,0.80390483,-0.07117952,1.0983678,-0.28140885,0.037976958,-0.24268061,0.2985412,-1.2966274,-0.56526625,1.1892292,1.2484828,0.4913735,0.14519198,0.7434385,1.4608524
0.07224966,-1.0209496,-1.1725283,0.43244433,-0.20142546,0.44407105,0.5897354,-1.9336822,-1.0299699,0.86175996,-1.0996504,0.203487,0.22998573,0.9556845,0.35264668,-0.763142,-0.017763855,0.7785261,1.659942,-0.9057819,-0.3530251,2.8392293,0.68393356,0.31632516,0.24837816,-0.8623831,0.3740301,-0.4142046,0.29048792,-1.3807687,-0.36345413,-0.15991014,-0.7292682,-0.20076774,1.7214712,0.4028271,-0.47817802,-0.7183463,-0.046329115,-0.0972065,0.118352465,0.60892624,-0.52545774,0.53450954,-2.6590037,0.12123517,0.3809354,-1.0443513,0.32749838,-1.4543221,-1.955248
0.33621982,-1.2703748,-2.5160573,1.0790285,0.24320017,-1.0018307,1.6431023,0.6817553,-0.090117864,0.38291222,0.6466006,-1.2399797,0.10851138,1.5477277,-0.17946808,-0.57720894,-1.4275388,1.9510177,0.3008977,-1.0651487,1.0821402,-0.45139846,-1.0630004,-0.8441988,-1.1738232,0.6876853,0.5517459,1.492481,-0.5294783,-0.47651774,-0.2849508,1.0909964,-2.3273563,-0.34861368,-0.89460784,2.0755022,-0.13438523,-0.85036653,-0.008974849,-0.6520029,0.6394653,0.15740284,-0.642198,0.14015073,0.52374464,0.5657225,-1.0692508,0.016296836,-0.9414387,0.20877197,-3.3760078
1.6654036,-1.0050596,-0.78092915,-0.8780183,-1.1629304,-0.0045866356,-0.7862287,-0.6453418,0.3320446,0.99178916,0.36396867,0.109694496,-0.41874716,1.8119358,-0.72424805,1.2354267,-0.8670657,0.69650143,0.5916791,-0.45367765,-0.46232003,-0.25440642,-3.3410766,0.21671371,0.55415624,1.6526213,0.0050495053,0.3998467,-0.17110662,-2.1022825,-0.029775785,-0.7265867,1.3471829,0.2895613,-0.57439464,-1.0131284,0.85538876,-0.5105363,-0.9897718,-0.76210344,0.668727,-0.5278228,-0.76785797,-0.48173085,0.24556276,-0.849728,-2.6496491,1.0366398,-0.78246504,0.6743854,-0.13976872
-0.71120125,-0.5251807,1.4338934,-0.53901637,-0.1505083,0.9398641,0.8876823,0.7801703,-0.4957425,-1.4124657,-0.45687267,0.90282595,0.34650114,0.47731102,-0.23384897,2.075885,0.017764471,-0.17717507,0.9059071,-0.24805139,-1.5425946,1.3709134,0.5083108,-1.488115,-0.18892299,1.2591124,0.08229378,0.23814647,0.19608316,-1.5046229,-1.7730612,1.582175,-0.84065574,1.5232803,-0.107808225,0.11056805,-0.16403274,-1.6053375,-0.9944787,-0.6185893,0.013958309,0.6192486,1.1954942,1.4976444,-2.4165678,0.35175046,0.0654143,-0.6813013,-0.85439885,-0.9460525,0.10874864
